id,savings_id,maturity_start_date,maturity_end_date,amount,confirmed_amount,deduction_amount,new_balance,transaction_date,transaction_reference,transaction_status,verification_call_amount,verification_call_message,verification_call_code,verification_transaction_date,book_returns,available_returns,returns_on_hold,last_returns_date,next_returns_date,created_on,card_billed_id,channel_id,charging_method_id,owner_id,plan_id,transaction_type_id,verification_status_id,gateway_response_message,fee_in_kobo,donor_id,is_anonymous,description,payment_gateway,source_bank_account,currency,fee_in_cents
25,25c6448153ee471d93aea37bcc61b957,"2016-10-16 10:48:37","2016-10-16 10:48:37",10000,10000,10000,20050.9589041096,"2016-10-16 10:48:37",T31114544,success,10000,"Verification successful",200,"2016-10-16 10:49:16",16.4383561643836,16.4383561643836,0,2016-10-23,2016-10-24,"2016-10-16 10:48:37",NULL,1,1,0257625a02344b239b41e1cbe60ef080,671e6e5caf0f463b80123c839264de8c,3,1,,0,NULL,0,,NULL,NULL,NULL,0
26,410e6954d9684a15a16e766fd14a8943,"2016-10-16 12:03:59","2016-10-16 12:03:59",10000,10000,4000,20002.7397260274,"2016-10-16 12:03:59",p02ha2swac3mgcq,success,10000,"Charge attempted",200,"2016-10-16 12:06:16",16.4383561643836,16.4383561643836,0,2016-10-23,2016-10-24,"2016-10-16 12:03:59",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,cc98b8667a964dad984059843216db23,1,1,,0,NULL,0,,NULL,NULL,NULL,0
27,540c9abd104e4750b53776e77acfcbad,"2016-10-16 15:51:11","2016-10-16 15:51:11",5000000,0,0,0,"2016-10-16 15:51:11",77vx5ft4bunkrm3,failed,5000000,"Charge attempted",200,"2016-10-16 16:47:44",0,0,0,2016-10-16,2016-10-18,"2016-10-16 15:51:11",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,aa2860ccb39c41f998d04da49481557a,1,1,,0,NULL,0,,NULL,NULL,NULL,0
29,3855037cf485435aafefa1f711bd04c7,"2016-10-17 23:56:37","2016-10-17 23:56:37",10000,10000,0,40005.4794520548,"2016-10-17 23:56:37",64097u9sy2gupy7,success,10000,"Charge attempted",200,"2016-10-17 23:58:55",13.6986301369863,13.6986301369863,0,2016-10-23,2016-10-24,"2016-10-17 23:56:37",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,,0,NULL,0,,NULL,NULL,NULL,0
33,c91bdb8c54c24bc1809d211a1bec61e1,"2016-11-12 18:03:35","2016-11-12 18:03:35",10000,10000,1100,20000,"2016-11-12 18:03:35",af8p7u31lgoj76a,success,10000,"Charge attempted",200,"2016-11-12 18:06:26",5.47945205479452,5.47945205479452,0,2016-11-15,2016-11-16,"2016-11-12 18:03:35",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,2,1,,0,NULL,0,,NULL,NULL,NULL,0
34,21914480d7c045289b552458383b173e,"2016-11-12 23:00:05","2016-11-12 23:00:05",10000,10000,1200,30000,"2016-11-12 23:00:05",0997w53x7c51bso,success,10000,"Charge attempted",200,"2016-11-12 23:02:57",5.47945205479452,5.47945205479452,0,2016-11-15,2016-11-16,"2016-11-12 23:00:05",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,2,1,,0,NULL,0,,NULL,NULL,NULL,0
36,1ec71a63d68c4978a5c5a7d91eca1fdf,"2016-11-15 22:22:52","2016-11-15 22:22:52",10000,10000,10000,10000,"2016-11-15 22:22:52",91jrzuoj4dx8vyb,success,10000,"Charge attempted",200,"2016-11-15 22:25:47",0,0,0,2016-11-15,2016-11-17,"2016-11-15 22:22:52",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,4156f7ddaa6d4ddca58cfd12c29a9e09,2,1,,0,NULL,0,,NULL,NULL,NULL,0
37,6d03913851cb4868914547055613039e,"2016-11-15 22:23:36","2016-11-15 22:23:36",10000,10000,1200,40010.9589041096,"2016-11-15 22:23:36",kf677tvdg7oen7i,success,10000,"Charge attempted",200,"2016-11-15 22:26:32",0,0,0,2016-11-15,2016-11-17,"2016-11-15 22:23:36",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,2,1,,0,NULL,0,,NULL,NULL,NULL,0
38,cff38708bc8b4c9e85da035bfc90adf9,"2016-11-19 17:50:45","2016-11-19 17:50:45",10000,10000,5000,10000,"2016-11-19 17:50:45",ecillxg44xr588e,success,10000,"Charge attempted",200,"2016-11-19 17:53:48",2.73972602739726,2.73972602739726,0,2016-11-21,2016-11-22,"2016-11-19 17:50:45",ff050c6de7114ef19e0dc403d18b3b6d,2,1,0257625a02344b239b41e1cbe60ef080,836425e0abcc4a178fde22d3fbb238c0,2,1,,0,NULL,0,,NULL,NULL,NULL,0
39,0d4c1cbf726449979ae04e3ea7a50da3,"2016-11-19 17:56:55","2016-11-19 17:56:55",10000,10000,1200,50010.9589041096,"2016-11-19 17:56:55",T566748798409536,success,10000,"Verification successful",200,"2016-11-19 17:57:44",2.73972602739726,2.73972602739726,0,2016-11-21,2016-11-22,"2016-11-19 17:56:55",NULL,1,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,3,1,,0,NULL,0,,NULL,NULL,NULL,0
40,62919c63a0c44e2b999ab60ffef2f7fd,"2016-11-20 14:44:43","2016-11-20 14:44:43",10000,10000,1400,60010.9589041096,"2016-11-20 14:44:43",T624604897626649,success,10000,"Verification successful",200,"2016-11-20 14:46:58",0,0,0,2016-11-20,2016-11-22,"2016-11-20 14:44:43",NULL,1,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,3,1,,0,NULL,0,,NULL,NULL,NULL,0
41,5421a1cf88a746839a5f7aa614fb809f,"2016-11-20 14:44:49","2016-11-20 14:44:49",10000,10000,5000,20000,"2016-11-20 14:44:49",ct8al2i8m96tz63,success,10000,"Charge attempted",200,"2016-11-20 14:47:50",0,0,0,2016-11-20,2016-11-22,"2016-11-20 14:44:49",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,836425e0abcc4a178fde22d3fbb238c0,2,1,,0,NULL,0,,NULL,NULL,NULL,0
42,94bfc84bce9b43e9be16f6f62fe1a052,"2016-11-20 14:47:32","2016-11-20 14:47:32",10000,10000,1400,70010.9589041096,"2016-11-20 14:47:32",T793793937498794,success,10000,"Verification successful",200,"2016-11-20 14:48:59",0,0,0,2016-11-20,2016-11-22,"2016-11-20 14:47:32",NULL,1,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,3,1,,0,NULL,0,,NULL,NULL,NULL,0
44,86871642a1244677a1ccec4c314057de,"2016-12-11 12:36:59","2016-12-11 12:36:59",10000,10000,8500,23013.698630137,"2016-12-11 12:36:59",47gq3tnbvmdz2cv,success,10000,"Charge attempted",200,"2016-12-11 12:40:27",0,0,0,2016-12-11,2016-12-13,"2016-12-11 12:36:59",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,1,1,,0,NULL,0,,NULL,NULL,NULL,0
46,8195691658d2465496c429139d78034c,"2017-01-08 10:25:16","2017-01-08 10:25:16",10000,10000,10000,18019.1780821918,"2017-01-08 10:25:16",s5h8hbmi4o9zz81,success,10000,"Charge attempted",200,"2017-01-08 10:25:15",19.1780821917809,19.1780821917809,0,2017-01-16,2017-01-17,"2017-01-08 10:25:16",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,cc98b8667a964dad984059843216db23,1,1,,0,NULL,0,,NULL,NULL,NULL,0
48,4c9f58d2cd4e4dc69783d2280a0c0558,"2017-01-11 00:04:12","2017-01-11 00:04:12",2000000,0,0,2019.1780821918,"2017-01-11 00:04:12",186jtuvz1crj7yn,failed,2000000,"Charge attempted",200,"2017-01-11 00:04:08",0,0,0,2017-01-11,2017-01-13,"2017-01-11 00:04:12",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,,0,NULL,0,,NULL,NULL,NULL,0
49,42c2f7e837494fb8a145bb2318a0425c,"2017-01-11 00:52:13","2017-01-11 00:52:13",1000000,0,0,2019.1780821918,"2017-01-11 00:52:13",4skibeeveowdje4,failed,1000000,"Charge attempted",200,"2017-01-11 00:52:10",0,0,0,2017-01-11,2017-01-13,"2017-01-11 00:52:13",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
50,5a5f080e9ae84b3f8e885bfa7ab5c9b8,"2017-01-11 23:00:13","2017-01-11 23:00:13",10100,10100,10100,10100,"2017-01-11 23:00:13",8y0lg2o9siraqlc,success,10100,"Charge attempted",200,"2017-01-11 23:00:11",11.0684931506849,11.0684931506849,0,2017-01-16,2017-01-17,"2017-01-11 23:00:13",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,eeb2bd4af1a647699435945060a50b78,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
51,788a7d8a28484b228345d835edf89863,"2017-01-13 14:03:36","2017-01-13 14:03:36",10100,0,0,10102.7671232877,"2017-01-13 14:03:36",hcvyuoc8du873ee,failed,10100,"Charge attempted",200,"2017-01-13 14:03:35",0,0,0,2017-01-13,2017-01-15,"2017-01-13 14:03:36",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,eeb2bd4af1a647699435945060a50b78,2,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
52,22f2c2c0132c4023876438df2c643929,"2017-01-14 09:42:56","2017-01-14 09:42:56",10100,0,0,10105.5342465753,"2017-01-14 09:42:56",62kegk0gibiimuh,failed,10100,"Charge attempted",200,"2017-01-14 09:42:54",0,0,0,2017-01-14,2017-01-16,"2017-01-14 09:42:56",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,eeb2bd4af1a647699435945060a50b78,2,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
53,5fef440a7abb4611be744f408ab68637,"2017-02-01 11:12:25","2017-02-01 11:12:25",15000,0,0,0,"2017-02-01 11:12:25",58d95bur8iugnot,failed,15000,"Charge attempted",200,"2017-02-01 11:12:24",0,0,0,2017-02-01,2017-02-03,"2017-02-01 11:12:25",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,eff5cb394614489082027ebbd92071a0,2,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
54,a953b298e8d04485ab27dbb4cb957181,"2017-02-02 19:45:26","2017-02-02 19:45:26",10000,10000,10000,23013.698630137,"2017-02-02 19:45:26",T137953900453786,success,10000,"Verification successful",200,"2017-02-02 19:44:03",2.73972602739726,2.73972602739726,0,2017-02-04,2017-02-05,"2017-02-02 19:45:26",NULL,1,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,3,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
55,7f361afd72c347a1aad37fb7ffce26e3,"2017-02-02 19:46:33","2017-02-02 19:46:33",20000,20000,16300,22019.1780821918,"2017-02-02 19:46:33",kwt5vryrofnuf7n,success,20000,"Charge attempted",200,"2017-02-02 19:46:32",5.47945205479452,5.47945205479452,0,2017-02-04,2017-02-05,"2017-02-02 19:46:33",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
56,429d3711777942728108254320cf0e34,"2017-02-02 19:48:56","2017-02-02 19:48:56",25000,25000,21300,47019.1780821918,"2017-02-02 19:48:56",g67sva8rlmgjtiq,success,25000,"Charge attempted",200,"2017-02-02 19:48:55",6.84931506849315,6.84931506849315,0,2017-02-04,2017-02-05,"2017-02-02 19:48:56",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
57,8b86f12403c64829a7b9b7b3e2a79484,"2017-02-02 20:02:24","2017-02-02 20:02:24",10000,10000,10000,33013.698630137,"2017-02-02 20:02:24",T967635891635256,success,10000,"Verification successful",200,"2017-02-02 20:01:18",2.73972602739726,2.73972602739726,0,2017-02-04,2017-02-05,"2017-02-02 20:02:24",NULL,1,1,0257625a02344b239b41e1cbe60ef080,7f960e5b3743434882ee8ddcedb9aecb,3,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
59,73d86c6cbaf743d6814bd444111d3ca6,"2017-02-18 23:10:52","2017-02-18 23:10:52",20000,20000,20000,20000,"2017-02-18 23:10:52",ls8sc7zyrg1on0u,success,20000,"Charge attempted",200,"2017-02-19 00:26:17",49.3150684931505,49.3150684931505,0,2017-02-28,2017-03-01,"2017-02-18 23:10:52",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,5bdfb2c233cb406bb845f846a468b4e8,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
60,f1123eea03684ae8b35fe7a351d7dc2e,"2017-02-19 23:20:20","2017-02-19 23:20:20",10000,10000,6300,57031.5068493151,"2017-02-19 23:20:20",T383553833088396,success,10000,"Verification successful",200,"2017-02-19 23:19:35",21.9178082191782,21.9178082191782,0,2017-02-28,2017-03-01,"2017-02-19 23:20:20",NULL,1,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
61,09edc0e9435a471d850c1175cae2df8e,"2017-02-19 23:23:14","2017-02-19 23:23:14",25000,25000,21300,82031.5068493151,"2017-02-19 23:23:13",o8r3pw8hx4ta8di,success,25000,"Charge attempted",200,"2017-02-19 23:23:12",54.7945205479455,54.7945205479455,0,2017-02-28,2017-03-01,"2017-02-19 23:23:14",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
62,dcb9d94c41af49c297e44e20850e90f1,"2017-02-19 23:38:17","2017-02-19 23:38:17",20000,20000,16300,102031.506849315,"2017-02-19 23:38:17",T815717426081368,success,20000,"Verification successful",200,"2017-02-19 23:37:47",43.835616438356,43.835616438356,0,2017-02-28,2017-03-01,"2017-02-19 23:38:17",NULL,1,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
63,bdd7c7f91e454364914bb6301c5ce611,"2017-02-19 23:42:20","2017-02-19 23:42:20",30000,30000,26300,132031.506849315,"2017-02-19 23:42:20",T821205656392855,success,30000,"Verification successful",200,"2017-02-19 23:41:43",65.7534246575344,65.7534246575344,0,2017-02-28,2017-03-01,"2017-02-19 23:42:20",NULL,1,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
64,c9e40374c49e4e0a91d0292c4caca1a5,"2017-02-26 03:18:45","2017-02-26 03:18:45",10000,10000,6300,142171.232876712,"2017-02-26 03:18:45",2qf0bdsoy62n8ws,success,10000,"Charge attempted",200,"2017-02-26 03:18:37",2.73972602739726,2.73972602739726,0,2017-02-28,2017-03-01,"2017-02-26 03:18:45",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
65,de0089af02584da3b9dc3eb3ab54f45f,"2017-02-26 03:25:00","2017-02-26 03:25:00",10000,10000,6300,142171.232876712,"2017-02-26 03:25:00",6pxcg6hawywaedd,success,10000,"Charge attempted",200,"2017-02-26 03:24:51",2.73972602739726,2.73972602739726,0,2017-02-28,2017-03-01,"2017-02-26 03:25:00",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
66,9e492c0b98f04d5687aab90eff03688c,"2017-02-26 23:40:37","2017-02-26 23:40:37",5000000,0,0,142194.520547945,"2017-02-26 23:40:37",ves4s1cyqk0or75,failed,5000000,"Charge attempted",200,"2017-02-26 23:40:33",0,0,0,2017-02-27,2017-02-28,"2017-02-26 23:40:37",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
67,5497b254512f45949236d3c4f306f60c,"2017-03-03 17:00:26","2017-03-03 17:00:26",15000,15000,15000,15000,"2017-03-03 17:00:26",c8kc2yj75owdi9n,success,15000,"Charge attempted",200,"2017-03-03 17:00:25",49.3150684931508,49.3150684931508,0,2017-03-16,2017-03-17,"2017-03-03 17:00:26",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,eff5cb394614489082027ebbd92071a0,2,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
68,0f14c6a3ec1e471ea962824961a8634a,"2017-03-04 02:44:24","2017-03-04 02:44:24",10000,10000,6400,152223.287671233,"2017-03-04 02:44:24",ruakgmki0mkpe2i,success,10000,"Charge attempted",200,"2017-03-04 02:44:22",30.1369863013701,30.1369863013701,0,2017-03-16,2017-03-17,"2017-03-04 02:44:24",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
69,9bc6e76d3db04bf3b300a006c5c6cae9,"2017-03-04 14:06:31","2017-03-04 14:06:31",10000000,0,0,0,"2017-03-04 14:06:31",q29zkg10kvuvhlf,failed,10000000,"Charge attempted",200,"2017-03-04 14:06:30",0,0,0,2017-03-04,2017-03-06,"2017-03-04 14:06:31",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,82934ee3682b41ae9f53ffe29342643a,1,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
70,11e3bd1d436d4b6cb339ef4637ea7c56,"2017-03-04 16:08:10","2017-03-04 16:08:10",50000000,0,0,0,"2017-03-04 16:08:10",roxc33p50yp6jus,failed,50000000,"Charge attempted",200,"2017-03-04 16:08:06",0,0,0,2017-03-04,2017-03-06,"2017-03-04 16:08:10",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,c11b98eee766489bbfaeb4f2b36e968b,1,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
71,bfb6c742c38b4dd1b822d3b2ec7b7a1b,"2017-03-05 02:11:00","2017-03-05 02:11:00",50000000,0,0,0,"2017-03-05 02:11:00",8qzur2ybb8yyqtk,failed,50000000,"Charge attempted",200,"2017-03-05 15:05:07",0,0,0,2017-03-05,2017-03-07,"2017-03-05 02:11:00",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,5c809e60fc884f3f80f49a8f25174bd4,1,1,"Insufficient Funds",0,NULL,0,,NULL,NULL,NULL,0
72,952f69df59fe4dbe9b83ffd0f06b9f45,"2017-03-07 15:31:42","2017-03-07 15:31:42",100000,100000,96400,252228.767123288,"2017-03-07 15:31:42",T017882540832689,success,100000,"Verification successful",200,"2017-03-07 15:30:53",219.178082191782,219.178082191782,0,2017-03-16,2017-03-17,"2017-03-07 15:31:42",NULL,1,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
73,5105f1918de3487e908cc7d8c90d2e80,"2017-03-11 03:11:31","2017-03-11 03:11:31",10000,10000,6500,262321.917808219,"2017-03-11 03:11:31",18w662s2cm16y21,success,10000,"Charge attempted",200,"2017-03-11 03:11:28",10.958904109589,10.958904109589,0,2017-03-16,2017-03-17,"2017-03-11 03:11:31",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
74,aa683a0cd1cf4620bd65ca8d22df953d,"2017-03-11 22:53:12","2017-03-11 22:53:12",20000,20000,16500,282321.917808219,"2017-03-11 22:53:12",78lwswse38ya87l,success,20000,"Charge attempted",200,"2017-03-11 22:53:11",21.917808219178,21.917808219178,0,2017-03-16,2017-03-17,"2017-03-11 22:53:12",e223a4520e3647bb9beb9617fb739b13,2,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,Successful,0,NULL,0,,NULL,NULL,NULL,0
75,a56a3732b5674931851848303a33fbf1,"2017-03-22 22:04:11","2017-03-22 22:04:11",10000,10000,6600,10000,"2017-03-22 22:04:11",T519542374811092,success,10000,"Verification successful",200,"2017-03-22 22:03:37",13.6986301369863,13.6986301369863,0,2017-03-28,2017-03-29,"2017-03-22 22:04:11",NULL,1,1,75b9df985e254031aaba8ec44f459d2d,3442d9781a99478cb09af0d4d661937a,3,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
76,b1d1a15385924d4ba51b484fc128b793,"2017-03-31 15:27:41","2017-03-31 15:27:41",10000,10000,6500,292505.479452055,"2017-03-31 15:27:41",T896941335364878,success,10000,"Verification successful",200,"2017-03-31 15:56:47",2.73972602739726,2.73972602739726,0,2017-04-02,2017-04-03,"2017-03-31 15:27:41",NULL,1,1,0257625a02344b239b41e1cbe60ef080,b8d63cc147454862a803f9da2c47f3bb,1,1,"Approved by Financial Institution",0,NULL,0,,NULL,NULL,NULL,0
